timestamp,lat,lon,commence_time,temperature,wind_speed,wind_gust,precip_prob,precip_intensity,dew_point,humidity,condition,flags
2026-05-13T01:22:02.287Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,2,4,0,0,14,93,average,"DEW RISK"
"
2026-05-13T01:22:02.293Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,9,17,0,0,16,81,average,"MILD DEW"
2026-05-13T01:22:02.300Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,6,11,0,0,15,86,average,"DEW RISK"
2026-05-13T01:22:02.310Z,-27.9697,153.3808,2026-05-17T04:00:00Z,23,12,27,20,0,18,75,average,"MILD DEW"
2026-05-13T01:22:02.889Z,-27.9697,153.3808,2026-05-17T04:00:00Z,23,12,27,20,0,18,75,average,"MILD DEW"
2026-05-13T01:22:02.989Z,-36.9021,174.7618,2026-05-17T06:05:00Z,13,9,18,0,0,9,76,average,"MILD DEW"
2026-05-13T01:22:02.984Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,7,15,45,0,16,98,poor,"SHOWERS|DEW RISK"
2026-05-13T01:22:03.024Z,-33.8915,151.2248,2026-05-16T07:30:00Z,20,12,20,10,0,16,78,average,"MILD DEW"
2026-05-13T01:22:03.108Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,3,5,0,0,14,96,average,"DEW RISK"
2026-05-13T01:22:03.109Z,-33.8136,150.9856,2026-05-16T05:00:00Z,20,8,20,10,0,16,76,average,"MILD DEW"
2026-05-13T01:22:03.143Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,2,4,10,0,15,86,average,"DEW RISK"
2026-05-13T01:22:03.203Z,-33.8136,150.9856,2026-05-16T09:45:00Z,17,6,12,0,0,16,92,average,"DEW RISK"
2026-05-13T01:22:03.449Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,7,15,45,0,16,98,poor,"SHOWERS|DEW RISK"
2026-05-13T01:22:03.504Z,-36.9021,174.7618,2026-05-17T06:05:00Z,13,9,18,0,0,9,76,average,"MILD DEW"
2026-05-13T06:49:47.044Z,-33.8915,151.2248,2026-05-15T09:30:00Z,18,6,9,10,0,15,81,average,"MILD DEW"
2026-05-13T06:49:47.476Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T06:49:47.499Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T06:49:47.531Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T06:49:47.551Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T06:49:47.566Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T06:49:47.606Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T06:49:47.648Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T06:49:47.679Z,-33.8915,151.2248,2026-05-15T09:30:00Z,18,5,8,0,0,15,83,average,"DEW RISK"
2026-05-13T06:49:47.729Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T06:49:47.728Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T06:49:47.769Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T06:49:47.805Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T06:49:47.831Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T06:49:47.866Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T06:49:47.868Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T06:49:48.451Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T06:55:45.271Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T06:55:45.272Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T06:55:45.272Z,-33.8915,151.2248,2026-05-15T09:30:00Z,18,5,8,0,0,15,83,average,"DEW RISK"
2026-05-13T06:55:45.273Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T06:55:45.273Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T06:55:45.378Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T06:55:45.381Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T06:55:45.381Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T06:55:45.558Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T06:55:45.637Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T06:55:45.695Z,-33.8915,151.2248,2026-05-15T09:30:00Z,18,5,8,0,0,15,83,average,"DEW RISK"
2026-05-13T06:55:45.722Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T06:55:45.796Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T06:55:45.797Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T06:55:45.826Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T06:55:46.145Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T06:55:46.502Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T06:55:46.861Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T06:55:51.360Z,-33.8915,151.2248,2026-05-15T09:30:00Z,18,5,8,0,0,15,83,average,"DEW RISK"
2026-05-13T06:55:51.359Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T06:55:51.464Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T06:55:51.464Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T06:55:51.499Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T06:55:51.500Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T06:55:51.536Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T06:55:51.607Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T06:55:51.608Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T06:55:51.609Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T06:55:51.644Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T06:55:51.696Z,-33.8915,151.2248,2026-05-15T09:30:00Z,18,5,8,0,0,15,83,average,"DEW RISK"
2026-05-13T06:55:51.697Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T06:55:51.763Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T06:55:51.764Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T06:55:51.766Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T06:55:51.796Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T06:55:51.822Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T06:55:55.318Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,3,5,0,0,14,96,average,"DEW RISK"
2026-05-13T06:55:55.320Z,-33.8136,150.9856,2026-05-16T05:00:00Z,20,8,20,10,0,16,76,average,"MILD DEW"
2026-05-13T06:55:55.321Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,0,0,16,82,average,"MILD DEW"
2026-05-13T06:55:55.326Z,-33.8136,150.9856,2026-05-16T09:45:00Z,17,6,12,0,0,16,92,average,"DEW RISK"
2026-05-13T06:55:55.319Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,2,4,10,0,15,86,average,"DEW RISK"
2026-05-13T06:55:55.411Z,-27.9697,153.3808,2026-05-17T04:00:00Z,23,12,27,20,0,18,75,average,"MILD DEW"
2026-05-13T06:55:55.466Z,-36.9021,174.7618,2026-05-17T06:05:00Z,13,9,18,0,0,9,76,average,"MILD DEW"
2026-05-13T06:55:55.875Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,7,15,45,0,16,98,poor,"SHOWERS|DEW RISK"
2026-05-13T06:55:56.069Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,0,0,16,82,average,"MILD DEW"
2026-05-13T06:55:56.601Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,4,14,10,0,15,79,average,"MILD DEW"
2026-05-13T06:55:56.668Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,3,4,0,0,14,87,average,"DEW RISK"
2026-05-13T06:55:56.735Z,-27.9697,153.3808,2026-05-17T04:00:00Z,21,13,26,25,0,18,80,average,"MILD DEW"
2026-05-13T06:55:56.733Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,3,6,0,0,14,94,average,"DEW RISK"
2026-05-13T06:55:56.794Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,2,4,0,0,15,97,average,"DEW RISK"
2026-05-13T06:55:56.795Z,-36.9021,174.7618,2026-05-17T06:05:00Z,13,9,18,0,0,9,76,average,"MILD DEW"
2026-05-13T06:55:56.852Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,7,15,45,0,16,98,poor,"SHOWERS|DEW RISK"
2026-05-13T06:55:56.892Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,4,14,10,0,15,79,average,"MILD DEW"
2026-05-13T06:55:56.938Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,3,4,0,0,14,87,average,"DEW RISK"
2026-05-13T06:55:56.936Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,0,0,16,82,average,"MILD DEW"
2026-05-13T06:55:56.973Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,3,6,0,0,14,94,average,"DEW RISK"
2026-05-13T06:55:57.076Z,-27.9697,153.3808,2026-05-17T04:00:00Z,21,13,26,25,0,18,80,average,"MILD DEW"
2026-05-13T06:55:57.077Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,2,4,0,0,15,97,average,"DEW RISK"
2026-05-13T06:55:57.118Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,3,4,0,0,14,87,average,"DEW RISK"
2026-05-13T06:55:57.120Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,4,14,10,0,15,79,average,"MILD DEW"
2026-05-13T06:55:57.254Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,3,6,0,0,14,94,average,"DEW RISK"
2026-05-13T06:55:57.252Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,0,0,16,82,average,"MILD DEW"
2026-05-13T06:55:57.315Z,-27.9697,153.3808,2026-05-17T04:00:00Z,21,13,26,25,0,18,80,average,"MILD DEW"
2026-05-13T06:55:57.317Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,2,4,0,0,15,97,average,"DEW RISK"
2026-05-13T06:55:57.380Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,7,13,0,0,8,78,average,"MILD DEW"
2026-05-13T06:55:57.381Z,-33.75,150.6942,2026-05-17T08:25:00Z,18,3,6,0,0,15,84,average,"DEW RISK"
2026-05-13T06:55:57.512Z,-33.75,150.6942,2026-05-17T08:25:00Z,18,3,6,0,0,15,84,average,"DEW RISK"
2026-05-13T06:55:57.510Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,7,13,0,0,8,78,average,"MILD DEW"
2026-05-13T20:36:54.935Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,6,10,0,0,16,82,average,"MILD DEW"
2026-05-13T20:36:54.935Z,-34.0398,151.1232,2026-05-15T08:00:00Z,17,3,4,0,0,14,87,average,"DEW RISK"
2026-05-13T20:36:54.936Z,-33.8136,150.9856,2026-05-16T05:00:00Z,19,4,14,10,0,15,79,average,"MILD DEW"
2026-05-13T20:36:54.936Z,-33.8472,151.0631,2026-05-15T10:05:00Z,15,3,6,0,0,14,94,average,"DEW RISK"
2026-05-13T20:36:55.286Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,2,4,0,0,15,97,average,"DEW RISK"
2026-05-13T20:36:55.368Z,-27.9697,153.3808,2026-05-17T04:00:00Z,21,13,26,25,0,18,80,average,"MILD DEW"
2026-05-13T20:36:55.677Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,7,13,0,0,8,78,average,"MILD DEW"
2026-05-13T20:36:55.740Z,-33.8136,150.9856,2026-05-16T05:00:00Z,20,4,11,15,0,15,76,average,"MILD DEW"
2026-05-13T20:36:55.739Z,-33.75,150.6942,2026-05-17T08:25:00Z,18,3,6,0,0,15,84,average,"DEW RISK"
2026-05-13T20:36:55.808Z,-34.0398,151.1232,2026-05-15T08:00:00Z,16,2,3,0,0,15,89,average,"DEW RISK"
2026-05-13T20:36:55.842Z,-33.8472,151.0631,2026-05-15T10:05:00Z,14,4,6,0,0,14,97,average,"DEW RISK"
2026-05-13T20:36:55.876Z,-33.8915,151.2248,2026-05-16T07:30:00Z,19,5,8,0,0,16,83,average,"DEW RISK"
2026-05-13T20:36:55.926Z,-27.9697,153.3808,2026-05-17T04:00:00Z,21,13,26,25,0,18,80,average,"MILD DEW"
2026-05-13T20:36:55.925Z,-33.8136,150.9856,2026-05-16T09:45:00Z,16,5,10,0,0,15,94,average,"DEW RISK"
2026-05-13T20:36:56.120Z,-36.9021,174.7618,2026-05-17T06:05:00Z,12,7,14,0,0,8,77,average,"MILD DEW"
2026-05-13T20:36:56.147Z,-33.75,150.6942,2026-05-17T08:25:00Z,17,4,8,0,0,14,85,average,"DEW RISK"
2026-05-13T20:37:18.820Z,-27.4858,153.0381,2026-05-14T09:30:00Z,17,9,18,0,0,15,87,average,"DEW RISK"
2026-05-13T20:37:18.821Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,11,22,5,0,14,85,average,"DEW RISK"
2026-05-13T20:37:18.822Z,-33.8915,151.2248,2026-05-15T09:30:00Z,17,3,5,10,0,15,85,average,"DEW RISK"
2026-05-13T20:37:18.886Z,-34.9156,138.5961,2026-05-16T03:15:20Z,19,10,28,15,0,14,73,average,"MILD DEW"
2026-05-13T20:37:18.886Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T20:37:18.961Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T20:37:19.070Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T20:37:19.269Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T20:37:19.383Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T20:37:19.415Z,-33.8915,151.2248,2026-05-15T09:30:00Z,17,3,5,10,0,15,85,average,"DEW RISK"
2026-05-13T20:37:19.416Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,10,21,10,0,15,93,average,"DEW RISK"
2026-05-13T20:37:19.457Z,-27.4858,153.0381,2026-05-14T09:30:00Z,18,12,26,10,0,15,82,average,"MILD DEW"
2026-05-13T20:37:19.570Z,-34.9156,138.5961,2026-05-16T03:15:20Z,16,10,24,35,0,14,86,poor,"SHOWERS|DEW RISK"
2026-05-13T20:37:19.569Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T20:37:19.645Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,13,26,0,0,13,79,average,"MILD DEW"
2026-05-13T20:37:19.648Z,-37.8166,144.9475,2026-05-17T03:10:00Z,16,18,36,0,0,13,80,average,"MILD DEW"
2026-05-13T20:37:19.678Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,20,39,50,0,13,81,average,"SHOWERS|MILD DEW"
2026-05-13T20:37:19.760Z,-31.9505,115.8891,2026-05-17T08:15:45Z,19,7,16,0,0,14,73,average,"MILD DEW"
2026-05-13T20:37:39.352Z,-33.8915,151.2248,2026-05-15T09:30:00Z,17,3,5,10,0,15,85,average,"DEW RISK"
2026-05-13T20:37:39.354Z,-27.4858,153.0381,2026-05-14T09:30:00Z,18,12,26,10,0,15,82,average,"MILD DEW"
2026-05-13T20:37:39.392Z,-27.9803,153.3618,2026-05-15T10:10:00Z,16,10,21,10,0,15,93,average,"DEW RISK"
2026-05-13T20:37:39.490Z,-37.82,144.9836,2026-05-16T06:15:46Z,21,11,23,0,0,12,58,good,""
2026-05-13T20:37:39.489Z,-34.9156,138.5961,2026-05-16T03:15:20Z,16,10,24,35,0,14,86,poor,"SHOWERS|DEW RISK"
2026-05-13T20:37:39.490Z,-37.8166,144.9475,2026-05-17T03:10:00Z,15,12,23,50,0,14,90,poor,"SHOWERS|DEW RISK"
2026-05-13T20:37:39.493Z,-37.8166,144.9475,2026-05-16T09:35:00Z,17,8,15,0,0,12,76,average,"MILD DEW"
2026-05-13T20:37:39.543Z,-37.8166,144.9475,2026-05-17T05:15:17Z,16,10,19,40,0,14,91,poor,"SHOWERS|DEW RISK"
